*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.3a
*Date=14:47:20
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
377;;;34.1249;-93.777;0;Bottom;Copper Fill442
378;;;59.0169;-21.1076;0;Bottom;Copper Fill435
379;;;73.7997;-11.9636;0;Bottom;Copper Fill464
380;;;73.1393;-93.396;0;Bottom;Copper Fill241
381;;;45.0596;-54.1911;0;Bottom;Copper Fill395
382;;THT;12.5572;-21.1409;0;Bottom;J172
383;;THT;10.0172;-8.4409;90;Bottom;J110
384;;;94.7293;-29.2864;0;Bottom;Copper Fill218
385;;;80.8586;-69.36;90;Bottom;DRV8825
386;;;22.1742;-71.6663;0;Bottom;Copper Fill373
387;;;80.5688;-66.5863;0;Bottom;Copper Fill352
388;;;52.324;-21.4378;0;Bottom;Copper Fill74
389;;;21.082;-93.1039;0;Bottom;Copper Fill182
390;;;54.6354;-6.9852;0;Bottom;Copper Fill101
391;;;26.0858;-41.961;0;Bottom;Copper Fill36
392;;;53.6194;-46.5711;0;Bottom;Copper Fill147
393;;;75.8698;-50.3811;0;Bottom;Copper Fill105
394;;;6.3246;-70.3963;0;Bottom;Copper Fill574
395;;;83.5406;-62.0016;0;Bottom;Copper Fill16
396;;;87.4776;-61.011;0;Bottom;Copper Fill18
397;;SO16 [SMD];61.8713;-9.69961;-90;Top;IC6
398;1k;0805 [SMD];88.5122;-52.5734;180;Top;R23
399;;THT;4.9372;-10.9809;0;Bottom;J222
400;;;53.1241;-46.1012;0;Bottom;Copper Fill397
401;;;65.2621;-84.9585;0;Bottom;Via195
402;;;33.909;-19.9519;0;Bottom;Copper Fill525
403;;;64.7192;-84.9759;0;Bottom;Copper Fill215
404;;;7.4549;-7.6202;0;Bottom;Copper Fill198
405;;;60.5028;-30.8866;0;Bottom;Copper Fill57
406;;TO220 [THT];6.8422;-84.2418;180;Bottom;Q4
407;;;94.7928;-74.1682;0;Bottom;Copper Fill261
408;;;74.4728;-79.0196;0;Bottom;Copper Fill251
409;;;11.2593;-63.6194;-90;Bottom;TXT13
410;;;27.9146;-35.992;0;Bottom;Copper Fill43
411;;;72.1741;-62.2556;0;Bottom;Copper Fill174
412;;;66.4845;-36.2968;0;Bottom;Copper Fill115
413;;;17.0688;-77.8258;0;Bottom;Copper Fill3
414;;;28.5242;-18.6819;0;Bottom;Copper Fill124
415;;;66.5321;-9.076;0;Bottom;Via175
416;;;62.9666;-20.5615;0;Bottom;Copper Fill479
417;;;33.4746;-6.00669;0;Bottom;TXT11
418;;;44.5897;-53.7212;0;Bottom;Copper Fill393
419;;;15.3797;-48.0062;0;Bottom;Copper Fill387
420;;;56.6928;-10.1094;0;Bottom;Copper Fill344
421;10;0805 [SMD];69.9521;-45.5884;0;Top;R31
422;;;50.2793;-24.0286;0;Bottom;Copper Fill522
423;;;42.4434;-88.7859;0;Bottom;Copper Fill199
424;;;3.00854;-59.6694;-90;Bottom;TXT13
425;;;76.2762;-32.0042;0;Bottom;Copper Fill51
426;;;63.4873;-21.1076;0;Bottom;Copper Fill477
427;;;65.5828;-31.2168;0;Bottom;Copper Fill53
428;;;33.8296;-50.0334;0;Bottom;Via212
429;;;88.5952;-16.9166;0;Bottom;Copper Fill324
430;;;38.7598;-6.00669;0;Bottom;TXT11
431;;;65.9892;-35.8015;0;Bottom;Copper Fill116
